appid,name,developer,publisher,score_rank,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,Free to Play,MOBA,Strategy,Multiplayer,Team-Based,Action,e-sports,Online Co-Op,Competitive,PvP,RTS,Difficult,RPG,Tower Defense,Fantasy,Co-op,Character Customization,Replay Value,Action RPG,Simulation
391630,Necromonads,Gamesare,Clickteam,18,36248,5604,3398,1715,0,0,14,0,11,0,0,399,,,,,,47,,,,,,,,,,,,,,
281820,Explodemon,Curve Studios,Curve Digital,34,28772,4992,6570,2385,0,0,18,0,14,0,0,899,,,,,,32,,,,,,,,,,,,,,
293200,Sentinel,Matthew Brown,Matthew Brown,15,37154,5673,6343,2344,0,0,28,0,23,0,0,0,,,27,,,,,,,,,,,16,,,,,,
299780,Noir Syndrome,Glass Knuckle Games,Glass Knuckle Games,26,33303,5371,22429,4408,667,1306,179,60,63,60,0,699,,,,,,,,,,,,,29,,,,,,,
435530,The Final Station,"Oleg Sergeev, Andrey Rumak, Do My Best",tinyBuild,56,30811,5166,27413,4873,2719,1534,257,126,233,128,17,1499,,,,,,65,,,,,,,,,,,,,,
390520,PewDiePie: Legend of the Brofist,Outerminds Inc.,Outerminds Inc.,70,28998,5012,28092,4933,1812,1253,294,55,184,57,14,799,,,10,,,107,,,,,,,,,,146,,,,
283270,Jagged Alliance Gold,"Sir-Tech, Madlab Software",THQ Nordic,67,33983,5426,6797,2426,0,0,396,0,117,0,0,999,,,28,,,24,,,,,,,24,,,,,,,
292780,Pajama Sam 2: Thunder and Lightning Arent So Frightening,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",95,36928,5656,18804,4036,1586,1172,544,2444,97,4829,0,699,,,,,,,,,,,,,,,,,,,,
221300,Monopoly,"Sperasoft, Inc.",PopCap,19,38287,5759,36022,5586,906,886,1565,704,240,707,33,999,,,32,9,,,,,,,,,,,,,,,,
399890,The Secret Order 2: Masked Intent,Sunward Games,Artifex Mundi,47,34889,5497,16312,3759,680,767,233,133,209,133,11,999,,,,,,,,,,,,,,,,,,,,
429050,Feed and Grow: Fish,Old B1ood,Greens s.r.o.,37,31491,5223,30811,5166,6570,2385,519,103,264,28,151,1499,,,,32,,44,,,,,,,,,,,,,,56
317720,Tiestru,Warlock Arts,Warlock Arts,2,26960,4833,3172,1657,0,0,14,0,19,0,0,999,,,24,,,25,,,,,,,,15,,,,,,
275510,Z Steel Soldiers,TickTock Games,"KISS ltd, Kavcom",13,31491,5223,18124,3962,661,1294,225,85,154,85,0,1299,,,33,,,,,,,,15,,,,,,,,,
283940,Freddi Fish and The Case of the Missing Kelp Seeds,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",93,36475,5621,18124,3962,1334,1847,374,37,55,40,0,699,,,,,,,,,,,,,,,,,,,,
46770,Making History II: The War of the World,Muzzy Lane Software,Factus Games,43,37834,5725,25147,4667,2058,1644,1622,195,303,233,0,1499,,,41,11,,,,,,,,,,,,,,,,32
341870,Tembo: The Badass Elephant,Game Freak,SEGA,41,31944,5260,21069,4272,667,1306,106,2,39,2,12,374,,,,,,30,,,,,,,,,,,,,,
253310,Fester Mudd: Curse of the Gold - Episode 1,,,45,36248,5604,4078,1879,0,0,37,0,8,0,0,999,,,,,,,,,,,,,,,,,,,,
267360,MURI,"Ludosity, Remar Games",Ludosity,73,38287,5759,18577,4011,0,0,153,0,69,0,1,399,,,,,,48,,,,,,,,,,,,,,
448440,Bizarre Earthquake,Proximity Games,Proximity Games,20,36248,5604,27186,4853,1379,1349,454,4194,246,8322,4,199,,,,,,,,,,,,,,,,,,12,,
370070,Wyrmsun,Andrettin,Andrettin,54,41006,5960,10195,2972,664,918,82,31,26,31,7,0,12,,41,,,,,,,,25,,,,,,,,,
567290,Slash It,"Just1337 Studio, Crohack",Just1337 Publisher,80,31944,5260,19483,4108,4531,1981,133,104,124,114,69,49,,,,,,21,,,,,,,,,,,,,,
296570,Lords of Xulima,Numantian Games,Numantian Games,59,41006,5960,32397,5297,1034,1168,1532,134,331,180,98,1999,,,41,,,,,,,,,,85,,28,,,,,
255390,Max: The Curse of Brotherhood,Press Play,Microsoft Game Studios,93,42592,6074,23561,4518,714,1397,301,106,165,106,11,1499,,,,,,19,,,,,,,,,,,,,,
291050,Planet Stronghold,Winter Wolves,Winter Wolves,14,30811,5166,14726,3571,667,1306,247,88,192,88,0,1899,,,26,,,,,,,,,,44,,,,,,,
350450,From Bedrooms to Billions: Metal Clip,,,,48029,6450,1660,1452,0,0,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,
500360,VRMultigames,Mad Triangles,Mad Triangles,70,41685,6009,13593,3431,664,918,29,15,11,15,3,0,24,,,,,24,,,,,,,,,,,,,,
270760,Realms of Arkania 3 - Shadows over Riva Classic,attic Entertainment Software GmbH,United Independent Entertainment GmbH,50,36701,5638,18577,4011,0,0,156,0,107,0,0,399,,,,,,,,,,,,,49,,15,,,,,
562710,Western Adventure,iwgg Publishing,iwgg Publishing,9,30358,5128,28092,4933,7023,2466,257,227,215,213,0,99,,,,,,20,,,,,,,,,,,,,,
422870,Super Duper Flying Genocide 2017,CharlieH,CharlieH,23,38967,5810,32170,5279,9289,2836,171,206,195,206,65,99,,,,,,33,,,,,,,,,,,,,,28
29130,Musaic Box,KranX Productions,KranX Productions,84,36701,5638,10421,3004,661,1294,129,35,95,35,0,499,,,,,,,,,,,,,,,,,,,,
268810,Paranormal State: Poison Spring Collectors Edition,Teyon,Legacy Games,43,32397,5297,20616,4226,714,1397,263,170,200,170,5,999,,,,,,,,,,,,,,,,,,,,
358960,Canabalt,"Finji, Kittehface Software",Finji,65,33303,5371,14499,3544,661,1294,155,5,78,5,0,299,,,,,,30,,,,,,,,,,,,,,
399270,Quick Slick Deadly,Adventurous Productions,,7,28998,5012,17671,3912,0,0,201,0,212,0,0,49,,,,,,25,,,,,,,21,,,,,,,
298480,Victory At Sea,Evil Twin Artworks,Evil Twin Artworks,39,32170,5279,25827,4730,686,949,1023,2,351,2,27,624,,,43,,,28,,,,,16,,,,,,,,,32
342230,Air Guardians,Lazy Bum Games,Lazy Bum Games,8,37834,5725,5437,2170,0,0,30,0,7,0,1,299,,,,,,25,,,,,,,,,,,,,,34
32200,Metal Drift,Black Jacket Studios,Black Jacket Studios,25,36475,5621,24921,4646,0,0,640,0,46,0,0,999,,,,6,,28,,,,,,,,,,,,,,
485950,Rise of the Ancients,Talentplace,Talentplace,5,37834,5725,24467,4604,2266,1401,200,191,192,198,49,299,,,22,,,,,,,,,,,7,,,,,,
403980,World Ship Simulator,Odin Game Studio,Excalibur Games,2,28319,4953,13366,3403,996,1125,79,32,27,61,1,1999,,,,,,,,,,,,,,,,,,,,27
302360,Tex Murphy: The Pandora Directive,Access Software,Nightdive Studios,90,37154,5673,4315,2342,667,1306,563,1502,432,1502,0,999,,,,,,,,,,,,,,,,,,,,
3350,Bejeweled Deluxe,"PopCap Games, Inc.","PopCap Games, Inc.",59,30811,5166,14726,3571,667,1306,949,1,79,1,0,499,,,,,,,,,,,,,,,,,,,,
411370,MELTY BLOOD Actress Again Current Code,FRENCH-BREAD,Arc System Works,73,34436,5462,31037,5185,2492,1469,452,302,227,180,49,2499,,,,,,43,,,,,,,,,,,,,,
295490,Schrdingers Cat and the Raiders of the Lost Quark,Italic Pig,Team17 Digital Ltd,32,37381,5690,14726,3571,661,1294,187,277,213,277,0,999,,,,,,26,,,,,,,,,,,,,,
502090,Invisible Mind,VGstudio,VGstudio,10,29905,5090,25374,4688,3625,1772,359,304,385,380,81,499,,,,,,,,,,,,,,,,,,,,
394720,The Legend of Tango,Spilt Milk Studios,Mastertronic,7,46216,6327,1133,990,0,0,10,0,18,0,0,0,,,,,,,,,,,,,33,,,,,,,
327380,Pirates! Gold Plus (Classic),"MicroProse Software, Inc","Retroism, Nightdive Studios",26,28772,4992,7476,2545,0,0,58,0,14,0,0,699,,,,,,,,,,,,,,,,,,,,21
17140,Hinterland,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",37,32170,5279,21069,4272,714,1397,509,55,255,55,2,999,,,33,,,6,,,,,,,35,,14,,,,10,
21640,FLOCK!,Proper Games,Capcom,41,32397,5297,21749,4340,0,0,34,0,18,0,0,499,,,27,,,,,,,,,,,,,,,,,
265790,Residue: Final Cut,The Working Parts,The Working Parts,21,31944,5260,13593,3431,0,0,144,0,101,0,0,499,,,,,,,,,,,,,,,,,,,,
263120,LUDWIG,ovos,ovos,10,29678,5070,4304,1931,0,0,74,0,27,0,0,999,,,,,,,,,,,,,,,,,,,,25
548290,Dark Eden,SOFTON ENTERTAINMENT,SOFTON ENTERTAINMENT,11,33303,5371,17218,3862,906,886,1961,5391,19,5443,70,0,43,,,,,,,,,,,,36,,,,,,,
286220,Pier Solar and the Great Architects,WaterMelon,WaterMelon,21,32170,5279,11554,3164,667,1306,507,10,105,10,0,1499,,,,,,,,,,,,,48,,,,,,,
297920,Space Colony,FireFly Studios,FireFly Studios,35,31944,5260,25600,4709,1029,1162,285,13,166,23,0,1499,,,45,,,,,,,,13,,,,,,,,,41
321560,The Sun and Moon,Daniel Linssen,"Digerati Distribution, Kot in Action Creative Artel",67,27639,4893,8835,2766,0,0,67,0,37,0,3,699,,,,,,25,,,,,,,,,,,,,,
448000,Sparkle ZERO,MMEU,Forever Entertainment S. A.,19,37381,5690,22655,4430,686,949,173,104,186,104,4,499,,,,,,24,,,,,,,,,,,,,,22
449130,LectureVR,Immersive VR Education Ltd.,Immersive VR Education Ltd.,50,37381,5690,5664,2215,714,1397,32,1,20,1,0,0,,,,,,,,,,,,,,,,,,,,
200630,Gettysburg: Armored Warfare,Radioactive Software,Paradox Interactive,2,29905,5090,12234,3255,0,0,48,0,25,0,0,999,,,25,,,22,,,,,,,,,,,,,,
445220,Avorion,Boxelware,Boxelware,87,39873,5877,38740,5793,24921,4646,1471,1049,702,547,3168,1799,,,,34,,52,,,,,,,,,,19,,,,39
3560,Bejeweled Twist,"PopCap Games, Inc.","PopCap Games, Inc.",84,31717,5242,18124,3962,906,886,1668,113,231,119,0,499,,,21,,,,,,,,,,,,,,,,,
352550,Urban Empire,Reborn Games,Kalypso Media Digital,7,35115,5515,31264,5204,3625,1772,594,103,328,124,87,3999,,,78,,,,,,,,,,15,,,,,,,67
23200,I-Fluid,,,,32850,5334,21522,4318,0,0,61,0,30,0,0,0,,,,,,,,,,,,,,,,,,,,
386320,Naninights,Maxim Moore,,3,31264,5204,1715,1501,0,0,8,0,9,0,0,0,,,23,,,22,,,,,,,,,,,,,,
277650,Kult: Heretic Kingdoms,Games Farm,Games Farm,25,29905,5090,4758,2030,0,0,189,0,23,0,0,599,,,,,,27,,,,,,,31,,,,,,,
302260,Truffle Saga,Colossal Games,KISS ltd,3,34209,5444,2945,1597,0,0,29,0,38,0,0,499,,,,,,24,,,,,,,,,,,,,,
4300,RoboBlitz,Naked Sky Entertainment,Naked Sky Entertainment,28,34436,5462,9289,2836,667,1306,68,1,25,1,0,999,,,,,,28,,,,,,,,,,,,,,
304460,Qora,"Holden Boyles, Ciprian Stanciu",Curve Digital,29,31944,5260,14952,3599,0,0,213,0,128,0,2,999,,,,,,,,,,,,,,,,,,,,
302120,House of 1000 Doors: The Palm of Zoroaster Collectors Edition,Alawar,Viva Media,90,29905,5090,14952,3599,667,1306,300,36,213,36,0,999,,,,,,,,,,,,,,,,,,,,
478960,Clickteam Fusion 2.5 Free Edition,Clickteam,Clickteam,15,38060,5742,11554,3164,689,954,68,195,4,195,0,0,,,,,,,,,,,,,,,,,,,,
92700,Shadow Harvest: Phantom Ops,Black Lion Studios,Viva Media,3,29678,5070,18124,3962,0,0,270,0,33,0,0,999,,,,,,26,,,,,,,,,,,,,,
486780,Fruit Ninja VR,Halfbrick Studios Pty Ltd,Halfbrick Studios Pty Ltd,84,26280,4771,25147,4667,4078,1879,161,45,44,38,67,1499,,,,,,23,,,,,,,,,,,,,,22
204960,Magical Drop V,Golgoth Studio,UTV Ignition Entertainment,14,30131,5109,20843,4249,0,0,122,0,57,0,2,99,,,,7,,,,,8,,,,,,,5,,,,
349680,Supercharged Robot VULKAISER,ASTRO PORT,Nyu Media,98,38287,5759,14499,3544,0,0,110,0,81,0,1,499,,,,,,24,,,,,,,,,,,,,,
58230,MacGuffins Curse,Brawsome,Brawsome,54,36475,5621,22655,4430,0,0,278,0,113,0,0,999,,,,,,,,,,,,,,,,,,,,
458890,Vrse,"Within Unlimited, Inc.","Within Unlimited, Inc.",10,40326,5910,11101,3101,664,918,325,12,39,12,2,0,,,,,,,,,,,,,,,,,,,,
390160,Crookz - The Short Movie,,,,44630,6218,1586,1172,0,0,1,0,2,0,0,,,,,,,,,,,,,,,,,,,,,
332250,The Next Penelope,Aurelien Regard,Plug In Digital,54,32170,5279,11328,3132,667,1306,57,6,36,6,0,1299,,,,,,26,,,,,,,,,,,,,,
251310,Eleusis,Nocturnal works,Nocturnal works,11,34889,5497,16312,3759,0,0,202,0,157,0,0,1499,,,,,,,,,,,,,,,,,,,,
302330,Tex Murphy: Mean Streets,Access Software,Nightdive Studios,20,36701,5638,4984,2078,0,0,157,0,38,0,0,599,,,,,,25,,,,,,,,,,,,,,
345080,Flame Over,Laughing Jackal LTD,Ghostlight LTD,39,29678,5070,10195,2972,686,949,124,13,56,13,0,1199,,,,,,60,,,,,,36,,,,,,,,
236890,PCMark 8,Futuremark,Futuremark,5,34662,5480,21069,4272,5211,2124,235,169,74,72,0,4999,,,,,,,,,,,,,,,,,,,,
302690,Metal Dead,Walk Thru Walls Studios,Walk Thru Walls Studios,62,33529,5389,21069,4272,0,0,195,0,176,0,2,499,,,,,,,,,,,,,,,,,,,,
337110,Bard to the Future,Battlebard Games,Battlebard Games,12,27639,4893,6117,2302,661,1294,47,202,8,202,0,499,,,,,,21,,,,,,,,,,,,,,
441830,I am Setsuna,Tokyo RPG Factory,Square Enix,37,39420,5844,31264,5204,5437,2170,583,254,350,243,115,3999,,,,,,,,,,,,,66,,23,,,,,
377900,Empire TV Tycoon,Dreamsite Games,Dreamsite Games,47,31491,5223,28545,4973,1660,1452,273,261,103,417,18,999,,,49,,,,,,,,,16,,,,,,15,,55
17120,Children of the Nile: Alexandria,"Tilted Mill Entertainment, Inc.","Tilted Mill Entertainment, Inc.",50,30131,5109,16312,3759,0,0,2277,0,535,0,0,249,,,,,,,,,,,,,,,,,,,,10
459170,Discovrâ„¢ Egypt: King Tuts Tomb,Discovr Labs,Discovr Labs,11,36475,5621,9515,2871,0,0,21,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,
414660,Vampire Legends: The True Story of Kisilova,Organic 2 Digital Studio,Artifex Mundi,65,31264,5204,15859,3706,0,0,189,0,187,0,3,999,,,,,,,,,,,,,,,,,,,,
302370,Tex Murphy: Overseer,Access Software,Nightdive Studios,3,36928,5656,2039,1329,0,0,247,0,294,0,0,999,,,,,,,,,,,,,,,,,,,,
334420,Out There:  Edition,Mi-Clos Studio,"Mi-Clos Studio, WhisperGames",47,33303,5371,25600,4709,906,886,333,29,239,32,27,999,,,30,,,,,,,,,,26,,,,,,,
284290,Farm Machines Championships 2014,Silden,Silden,5,38060,5742,9062,2802,0,0,91,0,32,0,0,0,,,,,,,,,,,,,,,,,,,,71
2780,Arma: Combat Operations,Bohemia Interactive,Bohemia Interactive,26,33756,5407,22202,4385,0,0,585,0,101,0,0,799,,,,,,34,,,,,,,,,,,,,,16
343170,Cyberpunk 3776,Peter Hann,Peter Hann,11,29225,5031,5437,2170,0,0,8,0,5,0,0,999,,,,,,31,,,,,,,,,,,,,,
238050,The Apogee Throwback Pack,Interceptor Entertainment,Apogee Software,87,41232,5976,21069,4272,661,1294,130,58,25,58,0,999,,,,,,38,,,,,,,,,,,,,,
486290,Waddle Home,Archiact Interactive Ltd.,Archiact Interactive Ltd.,93,37607,5708,2492,1469,0,0,23,0,22,0,0,999,,,23,,,,,,,,,,,,,,,,,
302180,Voyage: Journey to the Moon,Microids,Microids,34,36701,5638,4984,2078,0,0,162,0,66,0,0,499,,,,,,,,,,,,,,,,,,,,
343270,Disillusions Manga Horror,StephenAllen,StephenAllen,16,31037,5185,19936,4156,0,0,347,0,118,0,2,99,,,,,,,,,,,,,,,,,,,,
296930,Ascendant,Hapa Games,Hapa Games,45,36701,5638,21975,4363,0,0,477,0,206,0,3,999,,,,,,33,,,,,,,25,,,,,,,
73220,Supreme Ruler Cold War,BattleGoat Studios,BattleGoat Studios,28,31944,5260,20616,4226,0,0,884,0,226,0,0,999,,,30,,,,,,,,,,,,,,,,,
386420,Job the Leprechaun,Herrero Games,Herrero Games,50,30811,5166,24694,4625,689,954,256,138,211,138,1,49,,,,,,,,,,,,,,,,,,,,
283840,ALLTYNEX Second,SITER SKAIN,Nyu Media,77,34889,5497,8609,2731,0,0,27,0,8,0,0,799,,,,,,34,,,,,,,,,,,,,,
316600,QP Shooting - Dangerous!!,Orange_Juice,Fruitbat Factory,84,42818,6090,28319,4953,661,1294,195,895,106,895,3,799,,,,,,31,,,,,,,,,,,,,,
259490,Beast Boxing Turbo,,,77,31944,5260,12687,3315,686,949,68,14,41,14,0,499,,,,,,38,,,,,,,,,,,,,,
292200,Crazy Plant Shop,Filament Games,Filament Games,41,33303,5371,18577,4011,0,0,191,0,100,0,0,499,,,25,,,,,,,,,,,,,,,,,
307930,Wildlife Park 2 - Dino World,b-alive gmbh,b-alive gmbh,10,30811,5166,14273,3516,664,918,312,98,79,98,0,399,,,27,,,,,,,,,,,,,,,,,33
334300,Fake Colours,"Forthright Entertainment, Beyond-Limits-Games",Forthright Entertainment,73,29905,5090,19483,4108,1427,1976,231,71,207,138,0,499,,,32,,,,,,,,,,,,,,,,,
338390,The Technomancer,Spiders,Focus Home Interactive,29,44404,6202,36248,5604,2266,1401,826,1549,289,2025,104,4499,,,,,,81,,,,,,,92,,,,,,,
509110,Spikit,Igor Petrović,Back To Basics Gaming,80,29678,5070,18577,4011,2039,1329,203,182,198,225,0,99,,,,,,,,,,,,,,,,,,,,
316660,Toast Time,Force Of Habit,Force Of Habit,52,26506,4792,8156,2658,0,0,66,0,28,0,0,499,,,23,,,24,,,,,,,,,,,,,,
319230,Gold Rush! Anniversary,Sunlight Games,KISS ltd,20,34436,5462,12913,3344,1372,1342,164,44,174,77,4,1299,,,19,,,,,,,,,,,,,,,,,
358130,The Curious Expedition,Maschinen-Mensch,Maschinen-Mensch,70,34889,5497,33076,5353,2039,1329,492,229,278,351,20,1499,,,48,,,,,,,,,,43,,,,,,,44
248330,Dino Run DX,Pixeljam,Pixeljam,87,31491,5223,21749,4340,2745,1899,212,108,68,125,10,599,,,,,,30,,,,,,,,,,,,,,
341120,Glorkian Warrior: The Trials Of Glork,Pixeljam,None,77,33756,5407,26280,4771,1427,1976,173,187,188,258,3,399,,,,,,47,,,,,,,,,,,,,,
467990,Versus: Battle of the Gladiator,Netker Inc.,Netker Inc.,22,30811,5166,19936,4156,3172,1657,153,60,46,59,12,0,14,10,,29,,50,12,11,14,34,,12,,,,14,,,,
263380,Driftmoon,"Ville Mönkkönen, Anne Mönkkönen",Instant Kingdom,77,34889,5497,10874,3069,0,0,167,0,57,0,0,1499,,,,,,,,,,,,,48,,14,,,,,
404020,PresenZ,Nozon,Nozon,43,41006,5960,8609,2731,0,0,17,0,4,0,0,0,,,,,,,,,,,,,,,,,,,,
476460,Picross Touch,Jon Gallant,jgallant games,59,33983,5426,15859,3706,2266,1401,475,128,132,148,69,0,22,,,,,,,,,,,,,,,,,,,
289890,"7,62 High Calibre",Apeiron,1C Company,41,36475,5621,24467,4604,689,954,526,63,207,63,14,499,,,39,,,,,,,,,,37,,,,,,,29
461840,Zenge,Michal Pawlowski,Hamster On Coke Games,98,40326,5910,27639,4893,1586,1172,134,106,84,112,16,99,,,,,,,,,,,,,,,,,,,,
473800,Bullet Life 2010,From Soy Sauce LLC,From Soy Sauce LLC,13,38514,5776,2492,1469,0,0,2,0,3,0,0,199,,,,,,24,,,,,,,,,,,,,,
535250,Space Journey,bcInteractive,bcInteractive,11,29225,5031,21749,4340,4531,1981,256,274,268,267,195,999,,,,,,23,,,,,,,,,,,,,,25
292800,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",100,34436,5462,14726,3571,1660,1452,845,5708,110,5717,5,699,,,,,,,,,,,,,,,,,,,,
578310,BRAIN / OUT,Desertkun,Desertkun,43,16991,3836,12913,3344,12913,3344,79,79,27,27,1437,0,25,,,,,24,,,,,,,,,,,,,,
468240,VR Regatta,"Greg Dziemidowicz, Olga Dziemidowicz",MarineVerse,95,35568,5551,7703,2583,661,1294,13,31,9,31,0,999,,,,,,,,,,,,,,,,,,,,22
211800,Dead Hungry Diner,Black Market Games,Black Market Games,41,31717,5242,21749,4340,686,949,117,93,56,93,0,699,,,,,,,,,,,,,,,,,,,,
289440,Perimeter,K-D Lab,1C Company,47,30131,5109,16991,3836,996,1125,252,75,130,102,0,399,,,46,,,,,,,,28,,,,,,,,,
424000,Project Pulsation,VGstudio,VGstudio,6,32170,5279,26053,4751,2039,1329,382,311,393,380,68,499,,,,,,24,,,,,,,,,,,,,,
335320,Bet On Soldier,Kylotonn,Microids,29,26280,4771,2945,1597,0,0,124,0,131,0,0,799,,,,,,31,,,,,,,,,,,,,,
261960,Cube & Star: An Arbitrary Love,Doppler Interactive,Doppler Interactive,23,33529,5389,8156,2658,661,1294,76,138,52,138,0,499,,,,,,,,,,,,,,,,,,,,
340320,Sinless,MGP Studios,Forever Entertainment S. A.,47,38740,5793,24467,4604,1029,1162,197,76,179,106,2,499,,,,,,,,,,,,,24,,,,,,,
302130,Brink of Consciousness: Dorian Gray Syndrome,MagicIndie,Viva Media,62,32850,5334,6797,2426,1334,1847,300,143,264,274,5,999,,,,,,,,,,,,,,,,,,,,
408760,Pro Cycling Manager 2016,Cyanide Studio,Focus Home Interactive,16,36248,5604,36248,5604,7476,2545,4211,418,2084,244,782,2999,,,,,,,,,,,,,,,,,,,,31
397350,Lords of the Realm II,Impressions Games,Rebellion,95,30358,5128,22429,4408,2266,1401,1554,108,353,153,0,299,,,31,,,,,,,,,,21,,,,,,,
294660,Putt-Putt Saves the Zoo,Humongous Entertainment,"Humongous Entertainment, Nightdive Studios",93,33756,5407,16538,3785,661,1294,174,1,58,1,9,699,,,,,,,,,,,,,,,,,,,,
40920,NBA 2K10,,,,28998,5012,14273,3516,0,0,6090,0,1623,0,5,0,,,,,,,,,,,,,,,,,,,,
364930,Koi-Koi Japan [Hanafuda playing cards],Zoo Corporation,Zoo Corporation,84,29678,5070,20163,4179,1328,1299,282,58,176,65,8,999,,,,,,,,,,,,,,,,,,,,
328070,Reflex,Turbo Pixel Studios,Turbo Pixel Studios,70,38514,5776,35115,5515,2039,1329,1179,356,125,409,53,999,,,,30,,46,,,26,,,,,,,,,,,
462530,8i,8i,8i,20,36701,5638,8835,2766,661,1294,25,19,11,19,1,0,,,,,,,,,,,,,,,,,,,,
344880,In Exilium,Conflux Games,Conflux Games,28,29452,5051,14046,3488,0,0,195,0,130,0,0,399,,,,,,21,,,,,,,22,,,,,,,
425220,One Piece Burning Blood,"Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment,50,34436,5462,30358,5128,7023,2466,623,88,341,45,557,1499,,,,76,,130,,,,,,,,,,,,,,
352010,Beach Bounce,AJTGames,Dharker Studio,23,32623,5316,22882,4452,1359,1085,311,317,309,531,6,1299,,,,,,,,,,,,,,,,,,,,
575640,Zup! 3,Quiet River,Quiet River,54,45537,6281,39873,5877,8835,2766,102,73,56,38,47,99,,,,,,,,,,,,,,,,,,,,
463520,Pristine world,Lunisky studio,Cubic Pie,19,28545,4973,21069,4272,1427,1976,185,75,185,147,2,499,,,23,,,23,,,,,,,,16,,,,,,
225220,NASCAR The Game: 2013,Eutechnyx,Eutechnyx,,29452,5051,27413,4873,661,1294,1698,626,245,626,11,0,,,,,,,,,,,,,,,,,,,,
408740,Pro Gamer Manager,Raptor Claw Games,501 Industries,12,32397,5297,29905,5090,1133,990,443,193,240,286,15,299,,,14,,,,14,,,,,,,,,,,,,50
400660,Reverse Crawl,Nerdook Productions,Digerati Distribution,84,30358,5128,12913,3344,0,0,237,0,97,0,6,599,,,29,,,,,,,,,,28,,,,,,,
414120,Modbox,Alientrap,Alientrap,87,29452,5051,8382,2694,1992,1591,150,75,55,109,26,1199,,,,7,,,,,,,,,,,,,,,,50
435140,Rush for gold: Alaska,Rainbow Games,Rainbow Games,93,27639,4893,20843,4249,4984,2078,203,176,210,205,0,399,,,23,,,,,,,,,,,,,,,,,
453850,Dear RED - Extended,Lee Sang,Sometimes You,25,31717,5242,25374,4688,2945,1597,369,244,210,244,0,299,,,,,,,,,,,,,24,,,,,,,
253770,Bus-Simulator 2012,TML Studios,astragon Software GmbH,3,35115,5515,30811,5166,2402,1776,290,194,122,287,11,999,,,,,,,,,,,,,,,,,,,,99
297060,Freaking Meatbags,Wild Factor,Plug In Digital,80,34889,5497,12687,3315,0,0,97,0,45,0,0,999,,,27,,,25,,,,,7,,,14,,,,,,
315540,The Joylancer: Legendary Motor Knight,alpha six productions,"Merge Games, Digerati Distribution",35,34209,5444,7703,2583,714,1397,24,38,23,38,0,499,,,,,,25,,,,,,,,,,,,,,
266390,Farm for your Life,Hammer Labs,Hammer Labs,52,30358,5128,24467,4604,996,1125,492,336,308,427,0,999,,,33,,,,,,,,,,,15,,,,,,45
416210,Blockhood,Plethora-Project LLC,Devolver Digital,52,28092,4933,25827,4730,714,1397,204,2,65,2,7,999,,,33,,,,,,,,,,,,,,,,,43
46320,Space Rangers,,,,32623,5316,9742,2905,0,0,54,0,18,0,3,0,,,,,,,,,,,,,,,,,,,,
386990,Asphyxia,ebi-hime,Sekai Project,34,24467,4604,9062,2802,0,0,201,0,224,0,1,599,,,,,,,,,,,,,,,,,,,,23
456450,Jaunt VR - Experience Cinematic Virtual Reality,Jaunt Inc.,Jaunt Inc.,5,40326,5910,9968,2938,906,886,22,18,10,27,0,0,,,,,,,,,,,,,,,,,,,,
208640,Midnight Mysteries 4: Haunted Houdini,MumboJumbo,MumboJumbo,95,27639,4893,8835,2766,0,0,243,0,244,0,0,999,,,,,,,,,,,,,,,,,,,,
513780,Turbo Pug DX,"SnowFlame, Back To Basics Gaming",Back To Basics Gaming,62,38287,5759,22429,4408,3625,1772,165,158,187,213,87,99,,,,,,,,,,,,14,,,,,,,,
270750,Realms of Arkania 2 - Star Trail Classic,attic Entertainment Software GmbH,United Independent Entertainment GmbH,39,36022,5586,17218,3862,0,0,207,0,123,0,0,399,,,,,,,,,,,,,44,,11,,,,,
415840,Mystic Saga,FIVE-BN GAMES,8Floor,41,43498,6138,7929,2621,1029,1162,489,1294,27,1604,12,0,,,,,,,,,,,,,,,,,,,,
343440,Crash Drive 2,M2H,M2H,62,28545,4973,20843,4249,667,1306,191,125,125,125,13,499,,,,22,,25,,,13,,,,,,,,,,,27
398100,Highschool Romance,Dharker Studio,Dharker Studio,59,25147,4667,19030,4060,2058,1644,165,50,146,65,15,999,,,,,,,,,,,,,,,,,,,,
35310,Clutch,Targem Games,Game Factory Interactive,20,26733,4812,9515,2871,661,1294,169,1,37,1,0,999,,,,,,25,,,,,,,,,,,,,,
39250,FINAL FANTASY XI: Ultimate Collection - Abyssea Edition,,,,34209,5444,18804,4036,0,0,985,0,8,0,2,0,,,,,,,,,,,,,,,,,,,,
493440,Thanatos,JM STUDIO,GameAgit,4,35568,5551,11554,3164,0,0,96,0,37,0,0,0,,,,,,,,,,,,,,,,,,,,
