appid,name,developer,publisher,score_rank,owners,owners_variance,players_forever,players_forever_variance,players_2weeks,players_2weeks_variance,average_forever,average_2weeks,median_forever,median_2weeks,ccu,price,Free to Play,MOBA,Strategy,Multiplayer,Team-Based,Action,e-sports,Online Co-Op,Competitive,PvP,RTS,Difficult,RPG,Tower Defense,Fantasy,Co-op,Character Customization,Replay Value,Action RPG,Simulation
242700,Injustice: Gods Among Us Ultimate Edition,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,65,797458,26258,688261,24397,28772,4992,504,140,291,61,579,499,,,,174,,241,,,36,,,,,,,,,,,
302510,Ryse: Son of Rome,Crytek,Crytek ,56,797911,26265,583594,22469,30584,5147,389,192,306,68,369,1999,,,,125,,323,,,,,,,64,,27,113,,,,
9420,Supreme Commander: Forged Alliance,Gas Powered Games,THQ Nordic,98,813316,26517,377886,18085,18351,3987,2005,277,461,122,733,1499,,,279,138,,28,,26,56,,206,,,,,83,,,,
367690,Spintires Editor,,,,793833,26198,22202,4385,1359,1085,711,47,5,2,0,,,,,,,,,,,,,,,,,,,,,
96100,Defy Gravity,Paul Fisch,Fish Factory Games,65,828948,26770,517668,21164,5437,2170,119,141,52,112,15,199,,,23,,,49,,,,,,37,23,,,,,,,21
263280,Spintires,Oovee® Game Studios,"Oovee® Game Studios, IMGN.PRO",67,793833,26198,744219,25368,78386,8240,1624,206,641,62,2042,2999,,,,775,,183,,309,,,,200,,,,360,,,,1681
319510,Five Nights at Freddys,Scott Cawthon,Scott Cawthon,70,789755,26131,681237,24273,13140,3374,219,37,68,13,92,499,,,,,,,,,,,,1040,,,,,,,,
376570,WildStar,Carbine Studios,NCSOFT,35,814223,26532,513817,21085,21069,4272,384,221,102,31,614,0,258,,,62,,62,,,,85,,,113,,29,32,64,,,
13140,Americas Army 3,U.S. Army,U.S. Army,25,827589,26748,329858,16898,6117,2302,1023,277,27,19,97,0,126,,51,101,28,154,,,,,,,,,,47,,,,78
8500,EVE Online,CCP,CCP,50,810598,26473,661301,23916,50974,6645,4713,839,181,71,4234,0,,,98,148,,72,,,,197,,82,240,,,,,,,85
38410,Fallout 2,Black Isle Studios,Bethesda Softworks,90,799270,26288,342544,17220,5211,2124,689,318,60,178,201,999,,,,,,,,,,,,,427,,,,,61,,
233130,Shadow Warrior,Flying Wild Hog,Devolver Digital,90,810824,26477,605570,22887,11781,3194,437,174,216,85,149,3999,,,,20,,475,,,,,,,,,,,,,,
212160,Vindictus,Nexon,Nexon America Inc.,39,845713,27039,476209,20300,10195,2972,2692,1234,153,90,884,0,160,,,13,,118,,,,26,,,92,,7,32,32,,26,
48190,Assassins Creed Brotherhood,Ubisoft Montreal,Ubisoft,67,788849,26116,540776,21630,9062,2802,1556,339,859,73,305,1999,,,,190,,384,,,,,,,,,,,,,,
109400,MicroVolts Surge,NQ Games,Rock Hippo Productions,31,793833,26198,374261,17998,7929,2621,519,92,62,30,113,0,183,,,55,,112,,,,,,,,,,29,19,,,
291210,UberStrike,Cmune Ltd,Cmune Ltd,,799723,26295,564790,22105,1359,1085,287,1,33,1,2,0,,,,,,,,,,,,,,,,,,,,
32390,Star Wars - Jedi Knight: Mysteries of the Sith,LucasArts,"LucasArts, Lucasfilm, Disney Interactive",22,783185,26022,144992,11206,2413,1785,77,38,5,73,7,299,,,,11,,62,,,,,,,,,,,,,,
298630,The Escapists,Mouldy Toof Studios,Team17 Digital Ltd,77,828722,26767,743765,25360,31944,5260,838,131,358,23,447,1799,,,691,145,,360,,,,,,350,274,,,65,,,,526
388410,Darksiders II Deathinitive Edition,"Gunfire Games, Vigil Games, THQ Nordic",THQ Nordic,39,762569,25678,287040,15764,13140,3374,594,279,228,116,327,2999,,,,7,,133,,,,,,,95,,47,,,,18,
7520,Two Worlds II,Reality Pump Studios,Topware Interactive,22,824417,26697,493880,20672,7929,2621,653,189,169,89,181,1999,,,,57,,35,,,,,,,217,,122,53,,,49,
261570,Ori and the Blind Forest,Moon Studios GmbH,Microsoft Studios,95,804934,26380,569321,22193,14726,3571,546,184,382,89,252,0,,,,,,333,,,,,,403,143,,630,,,,,
382490,Relic Hunters Zero,Rogue Snail,Zueira Digital,90,787490,26094,574985,22303,11554,3164,157,120,39,15,75,0,178,,,92,,103,,,,,,,15,,,85,,,,
254040,Pirates of Black Cove Gold,,,,778201,25940,79972,8323,661,1294,60,4,9,4,3,0,,,,,,,,,,,,,,,,,,,,
220440,DmC Devil May Cry,Ninja Theory,Capcom,90,793833,26198,575891,22320,13140,3374,673,171,438,91,179,2999,,,,,,618,,,,,,,,,54,,,,,
204060,Superbrothers: Sword & Sworcery EP,"Capybara, Superbrothers, Jim Guthrie",Capybara Games,50,761889,25667,351153,17435,4758,2030,82,283,26,20,16,799,,,,,,,,,,,,,,,74,,,,,
204880,Sins of a Solar Empire: Rebellion,"Ironclad Games, Stardock Entertainment",Stardock Entertainment,87,771405,25826,679652,24245,33076,5353,2738,415,648,143,1327,999,,,404,153,,58,,,,,315,,,,,40,,,,32
1200,Red Orchestra: Ostfront 41-45,Tripwire Interactive,Tripwire Interactive,73,794966,26217,434524,19392,2945,1597,957,164,76,127,106,999,,,7,45,17,88,,,,,,,,,,,,,,21
302380,Floating Point,Suspicious Developments,Suspicious Developments,93,791794,26165,338693,17123,5890,2259,65,20,15,11,16,0,120,,,,,,,,,,,,,,,,,,,
325610,Total War: ATTILA,Creative Assembly,SEGA,34,784318,26041,719978,24952,106705,9614,5701,694,1944,207,6641,4499,,,559,183,,92,,,,,226,,,,,84,,,,38
424280,Iron Snout,SnoutUp,SnoutUp,99,792247,26172,686222,24361,32397,5297,108,64,35,6,96,0,240,,,93,,129,,,,,,25,,,,,,,,
254000,East India Company Gold,,,,758038,25602,89941,8826,1029,1162,74,7,6,9,7,0,,,,,,,,,,,,,,,,,,,,
274170,Hotline Miami 2: Wrong Number,Dennaton Games,Devolver Digital,77,768459,25777,538964,21594,26960,4833,679,154,339,34,360,1499,,,,,,752,,,,,,627,,,,,,,,
6920,Deus Ex: Invisible War,Ion Storm,Square Enix,17,776389,25909,150883,11431,2945,1597,117,88,9,129,15,699,,,,,,111,,,,,,,99,,,,,,10,
38400,Fallout,Interplay Inc.,Bethesda Softworks,87,772990,25853,509286,20992,6343,2344,376,86,66,43,143,999,,,,,,,,,,,,78,433,,,,,,,
444640,Bloons TD Battles,Ninja Kiwi,Ninja Kiwi,54,763475,25693,658356,23863,82011,8428,441,223,67,57,1752,0,168,,112,113,,86,,,41,18,,,,125,,36,,,,
317470,Cubic Castles,Cosmic Cow LLC,Cosmic Cow LLC,32,800176,26302,549158,21797,4758,2030,362,388,36,46,175,0,307,,,185,,72,,,,,,,53,,,68,,,,
23310,The Last Remnant,SQUARE ENIX,Square Enix,50,789302,26124,428860,19265,6343,2344,1476,319,178,101,245,999,,,63,,,15,,,,,,28,243,,137,,,,,
291650,Pillars of Eternity,Obsidian Entertainment,Paradox Interactive,70,773444,25860,712955,24830,52333,6733,2525,562,1096,192,4402,1799,,,50,,,,,,,,,,505,,279,,31,,,
431240,Golf With Friends,Blacklight Interactive®,Blacklight Interactive®,84,762796,25682,702986,24657,149976,11397,410,114,225,66,1692,599,,,31,151,,16,,,,,,18,,,,42,,,,28
22600,Worms Reloaded,Team17 Digital Ltd,Team17 Digital Ltd,65,773217,25857,601492,22810,7929,2621,694,123,212,88,105,1999,,,111,50,23,30,,29,12,,,,,,,6,,,,
239070,Hammerwatch,Crackshell,Crackshell,77,778201,25940,611686,23003,9289,2836,400,123,181,64,122,999,,,,81,,142,,118,,,,,170,,81,154,,,,
222730,Reus,Abbey Games,Abbey Games,54,769592,25796,591523,22621,2719,1534,281,51,112,49,56,999,,,247,,,,,,,,,,,,20,,,58,,158
8000,Tomb Raider: Anniversary,"Crystal Dynamics, Feral Interactive (Mac)","Square Enix, Feral Interactive (Mac)",65,770951,25819,232894,14201,3625,1772,381,180,74,134,79,899,,,,,,122,,,,,,,,,,,,,,
385770,Time Clickers,Proton Studio Inc," ",73,782052,26004,596508,22716,15405,3653,2051,1039,97,64,855,0,136,,29,41,,77,,,,,,,24,18,,,,,,21
214770,Guacamelee! Gold Edition,DrinkBox Studios,DrinkBox Studios,87,726548,25066,420704,19081,6117,2302,304,159,146,138,74,1499,,,,,,280,,,,,,23,,,,37,,,,
21690,Resident Evil 5,Capcom,Capcom,59,746031,25399,532167,21458,19030,4060,896,368,434,127,547,1999,,,,58,,269,,130,,,,,,,,216,,,,
249130,LEGO MARVEL Super Heroes,Travellers Tales,"Warner Bros. Interactive Entertainment, Feral Interactive (Mac)",87,751695,25495,652239,23752,27639,4893,2153,265,598,77,1010,1999,,,,41,,214,,,,,,,,,,100,,,,
250420,8BitMMO,Archive Entertainment,Archive Entertainment,17,748296,25437,453101,19802,1133,990,102,26,15,44,10,0,283,,,84,,89,,16,,31,,,148,,,12,,,,
220780,Thomas Was Alone,Bithell Games,Bithell Games,90,763249,25690,467827,20120,4304,1931,168,60,76,29,26,999,,,,,,,,,,,,,,,,,,,,
48240,Anno 2070,"Blue Byte, Related Designs",Ubisoft,20,759397,25625,701400,24629,10195,2972,2096,553,658,217,527,1999,,,518,175,,,,34,,,191,,,,,43,,,,279
9350,Supreme Commander,Gas Powered Games,THQ Nordic,70,739234,25283,258721,14967,4078,1879,580,365,84,222,0,1499,,,170,62,,12,,,,,134,,,,,39,,,,
10540,Football Manager 2009,,,,763928,25701,685768,24353,2266,1401,9682,646,2586,1048,311,0,,,,,,,,,,,,,,,,,,,,
40300,Risen,Piranha Bytes,Deep Silver,67,777521,25928,350021,17406,5890,2259,746,223,193,152,187,999,,,,,,58,,,,,,16,260,,120,,11,,23,
534500,Tiger Knight: Empire War,NetDragon Websoft Holdings Limited,Oasis Games,52,734250,25198,543495,21684,85183,8590,813,406,75,50,5194,0,166,,155,,70,125,,,65,110,,,72,,,,,,,50
40970,Stronghold Crusader HD,FireFly Studios,FireFly Studios,93,762796,25682,446305,19653,33756,5407,774,303,163,115,1137,999,,,200,74,,,,,,,78,,,,,,,,,56
41700,S.T.A.L.K.E.R.: Call of Pripyat,GSC Game World,GSC Game World,93,749203,25453,456046,19866,10874,3069,1235,357,203,125,460,1999,,,,137,,477,,,,,,,329,,,,,,91,
7000,Tomb Raider: Legend,Crystal Dynamics,Square Enix,67,739687,25291,171272,12179,3625,1772,284,104,63,124,43,699,,,,,,118,,,,,,,,,,,,,,
305620,The Long Dark,Hinterland Studio Inc.,Hinterland Studio Inc.,90,782506,26011,715220,24870,50068,6586,1142,361,299,85,1779,1999,,,209,84,,165,,,,,,,,,,,,,,487
17330,Crysis Warhead,Crytek,Electronic Arts,62,749203,25453,316265,16546,1812,1253,254,164,135,157,42,1999,,,,41,,140,,,,,,,,,,,,,,
17340,Crysis Wars,Crytek,Electronic Arts,62,749203,25453,172632,12227,1372,1342,147,6,13,7,3,1999,,,,41,,140,,,,,,,,,,,,,,
294860,Valkyria Chronicles,SEGA,SEGA,84,792474,26176,540323,21621,12234,3255,817,352,313,94,303,1999,,,357,,,145,,,,,,,277,,,,,,,
234390,Teleglitch: Die More Edition,Test3 Projects,Paradox Interactive,62,715900,24882,386269,18285,1359,1085,129,31,55,44,14,1299,,,,,,132,,,,,,132,,,,,,,,
298110,Far Cry 4,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,43,749203,25453,699361,24593,45537,6281,2313,363,1491,80,1531,2999,,,,513,,1066,,361,,,,,198,,,708,,,190,
1520,DEFCON,Introversion Software,Introversion Software,70,731305,25147,421157,19092,2945,1597,174,124,38,27,24,999,,,184,84,,,,,,,28,,,,,,,,,29
38830,CrimeCraft GangWars,Vogster Entertainment,Vogster Entertainment,9,756452,25575,298594,16078,2745,1899,250,1,8,1,18,0,167,,,63,,108,,32,,18,,,73,,,37,,,,
239450,Gun Monkeys,Size Five Games,Size Five Games,13,705931,24708,395784,18508,2039,1329,113,46,53,54,5,599,,,,23,,49,,,,,,,,,,,,,,
17450,Dragon Age: Origins,BioWare,Electronic Arts,87,722017,24987,472358,20218,8156,2658,3228,506,1152,268,435,1999,,,,,,95,,,,,,,694,,372,,141,,,
231160,The Swapper,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano",Facepalm Games,98,703893,24672,330084,16904,10195,2972,189,150,89,85,53,1499,,,,,,48,,,,,,17,,,,,,,,
204340,Serious Sam 2,Croteam,Devolver Digital,70,736742,25241,373808,17988,5211,2124,256,50,89,41,89,999,,,,88,,173,,16,,,,14,,,,117,,,,
268850,EVGA PrecisionX 16,EVGA,EVGA,41,755546,25560,426368,19209,23561,4518,4008,2052,66,209,2685,0,,,,,,,,,,,,,,,,,,,,
2700,RollerCoaster Tycoon 3: Platinum!,"Frontier, Aspyr (Mac)","Atari, Aspyr (Mac)",73,720204,24956,647708,23669,13820,3460,934,197,213,54,557,1999,,,107,5,,,,,,,,,,,,,,,,200
235540,Warhammer: End Times - Vermintide,Fatshark,Fatshark,47,736516,25237,648388,23681,34889,5497,1128,224,441,70,1365,2999,,,,170,,259,,214,,,,,57,,104,209,,,97,
13520,Far Cry,Crytek Studios,Ubisoft,59,736742,25241,371316,17928,2266,1401,441,435,66,130,89,999,,,,67,,195,,,,,,76,,,,,,,,
245170,Skullgirls,Lab Zero Games,"Marvelous, Autumn Games",90,737875,25260,574079,22285,19936,4156,572,134,173,38,230,999,,,,293,,232,,,220,,,,,,,,,,,
214340,Deponia,Daedalic Entertainment,Daedalic Entertainment,77,738328,25268,451062,19757,5211,2124,361,140,241,143,95,1999,,,,,,,,,,,,,,,,,,,,
15100,Assassins Creed,Ubisoft Montreal,Ubisoft,56,745125,25383,568642,22180,6117,2302,666,234,300,235,162,1999,,,,,,379,,,,,,,19,,,,,,,
235600,Tom Clancys Splinter Cell Blacklist,Ubisoft Toronto,Ubisoft,59,719071,24937,608288,22939,16312,3759,1162,147,662,49,371,2999,,,49,202,,464,,110,,,,,28,,,317,,,,
12710,Overlord: Raising Hell,"Triumph Studios, Virtual Programming",Codemasters,87,777521,25928,218395,13752,2492,1469,581,257,203,282,57,999,,,20,,,56,,,,,,,69,,41,,,,10,
337950,The SKIES,Eforb,Eforb,9,729266,25112,430899,19311,6797,2426,84,53,26,13,130,0,380,,,251,,97,,,,68,,,100,,,79,,,,
201870,Assassins Creed Revelations,Ubisoft Montreal,Ubisoft,65,720884,24968,470319,20174,6117,2302,1401,281,801,243,275,1999,,,,151,,298,,,,,,,38,,,,,,,
102500,Kingdoms of Amalur: Reckoning,"Big Huge Games, 38 Studios","38 Studios, Electronic Arts",70,735383,25217,619842,23155,21069,4272,1671,553,514,165,1152,1999,,,,,,338,,,,,,,641,,485,,102,,331,
32350,Star Wars Starfighter,LucasArts,"LucasArts, Lucasfilm, Disney Interactive",8,720204,24956,148617,11345,2945,1597,112,14,12,15,0,599,,,,,,42,,,,,,,,,,,,,,37
520720,Dear Esther: Landmark Edition,"The Chinese Room, Robert Briscoe",The Chinese Room,47,729946,25124,4531,1981,4531,1981,48,49,20,20,26,999,,,,,,,,,,,,,,,,,,,,
203810,Dear Esther,"The Chinese Room, Robert Briscoe",The Chinese Room,41,729719,25120,401674,18645,1724,1508,87,3,58,5,4,0,,,,,,,,,,,,,,,,,,,,
3920,Sid Meiers Pirates!,Firaxis Games,2K Games,90,708424,24752,346622,17322,5437,2170,695,273,229,223,202,999,,,54,,,40,,,,,,9,123,,,,,,,
221260,Little Inferno,Tomorrow Corporation,Tomorrow Corporation,87,703213,24661,442000,19558,4304,1931,307,77,197,75,54,999,,,,,,,,,,,,,,,,,,,,
58610,Wargame: European Escalation,Eugen Systems,Focus Home Interactive,47,720431,24960,461257,19979,4984,2078,1030,153,183,38,92,999,,,137,20,,24,,,,,85,,,,,,,,,23
212480,Sonic & All-Stars Racing Transformed,Sumo Digital,SEGA,93,727907,25089,515402,21117,22655,4430,554,136,225,72,250,1999,,,,161,,37,,75,,,,,,,,22,,100,,
12200,Bully: Scholarship Edition,Rockstar New England,Rockstar Games,65,719298,24940,540096,21617,10648,3037,476,174,142,94,156,1499,,,,20,,269,,,,,,,,,,,,,,39
215530,The Incredible Adventures of Van Helsing,NeocoreGames,NeocoreGames,59,713861,24846,499997,20800,2492,1469,592,611,232,887,81,1499,,,,42,,159,,,,,,,263,,100,94,,,166,
203630,Warlock - Master of the Arcane,Ino-Co Plus,Paradox Interactive,65,707064,24728,359083,17630,1359,1085,990,1609,170,1827,121,2499,,,172,50,,,,,,,,,,,126,,,,,
211600,Thief Gold,Looking Glass Studios,Square Enix,80,685542,24349,227230,14027,2039,1329,193,77,26,117,49,699,,,,,,104,,,,,,,,,70,,,,,
241640,Haunted Memories,MadMan Theory Games,MadMan Theory Games,,732438,25167,374941,18015,714,1397,39,9,13,9,1,0,,,,,,,,,,,,,,,,,,,,
206190,Gunpoint,Suspicious Developments,Suspicious Developments,98,698908,24585,500450,20809,5211,2124,239,125,180,116,36,999,,,189,,,219,,,,,,,,,,,,,,
55100,Homefront,"Kaos Studios, Digital Extremes",Deep Silver,23,681011,24269,531261,21439,1586,1172,633,200,265,86,35,1999,,,,36,,72,,,,,,,,,,,,,,
258700,Dragon Nest Europe,,,,743765,25360,338240,17111,3625,1772,926,126,104,105,515,0,,,,,,,,,,,,,,,,,,,,
63710,BIT.TRIP RUNNER,Gaijin Games,Gaijin Games,65,701400,24629,498411,20767,2719,1534,165,9,76,8,15,999,,,,,,77,,,,,,103,,,,,,,,
200900,Cave Story+,"Nicalis, Inc., Studio Pixel","Nicalis, Inc.",95,689393,24418,425009,19179,2266,1401,300,60,103,60,47,1499,,,,,,328,,,,,,84,,,,,,119,,
314160,Microsoft Flight Simulator X: Steam Edition,Microsoft Game Studios,Dovetail Games - Flight,47,679652,24245,590844,22608,77480,8192,3133,717,331,149,4947,2499,,,28,225,,63,,,,,,59,,,,41,,,,438
427520,Factorio,Wube Software LTD.,Wube Software LTD.,99,664699,23977,649747,23706,116220,10033,3624,841,1614,322,10812,2000,,,514,403,,,,,,,,,,146,,237,,,,290
390670,Steel Ocean,ICE Entertainment,Changyou.com Limited,32,697776,24565,439281,19498,19257,4084,592,506,41,97,540,0,291,52,36,78,,66,,,,,,,,,,25,,,,100
307780,Mortal Kombat X,"NetherRealm Studios, High Voltage Software",Warner Bros. Interactive Entertainment,23,692565,24474,643177,23586,61395,7293,1294,197,548,57,1188,1999,,,,645,,755,,143,315,,,,,,125,,,,,
254020,Commander: Conquest of the Americas Gold,,,,687354,24381,73176,7961,3568,3124,33,34,4,15,4,0,,,,,,,,,,,,,,,,,,,,
234630,Project CARS,Slightly Mad Studios,"Slightly Mad Studios, BANDAI NAMCO Entertainment",41,709556,24771,585407,22504,94698,9057,1572,188,350,54,2020,2999,,,,297,,75,,,,,,,,,,53,,,,425
38420,Fallout Tactics,14° East,Bethesda Softworks,62,678066,24216,196646,13049,3172,1657,347,930,32,1036,45,999,,,111,9,,26,,,,,,,107,,,,,,,
311340,METAL GEAR SOLID V: GROUND ZEROES,Kojima Productions,Konami Digital Entertainment,59,684409,24329,526050,21334,9515,2871,382,128,183,42,86,1999,,,,,,522,,,,,,,,,,,,236,,
287290,Resident Evil Revelations 2 / Biohazard Revelations 2,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",39,696869,24549,370863,17917,16085,3733,741,208,194,47,319,599,,,,103,,178,,35,,,,,,,,74,,,16,
281990,Stellaris,Paradox Development Studio,Paradox Interactive,67,696416,24541,675800,24176,127095,10492,4195,865,2229,354,10290,3999,,,403,227,,,,,,,173,,,,,,,122,,146
40700,Machinarium,Amanita Design,Amanita Design,93,674894,24160,372223,17949,3625,1772,239,60,110,34,45,999,,,,,,,,,,,,8,,,,,,,,
253030,Race The Sun,Flippfly LLC,Flippfly LLC,87,715220,24870,477115,20319,7929,2621,184,23,84,9,43,999,,,,,,66,,,,,,28,,,,,,,,
234190,Receiver,Wolfire Games,Wolfire Games,45,679652,24245,281829,15620,8382,2694,155,31,21,14,19,499,,,,,,114,,,,,,88,,,,,,,,171
219990,Grim Dawn,Crate Entertainment,Crate Entertainment,87,714993,24866,647708,23669,68418,7698,3417,691,1134,191,4967,2499,,,,155,,130,,,,,,,332,,81,150,,,369,
239350,Spelunky,,Mossmouth,80,691659,24458,563431,22078,19710,4132,957,117,138,48,318,1499,,,,40,,138,,,,,,340,,,,62,,289,,
306830,Zombies Monsters Robots,"Yingpei Games, En Masse Entertainment",En Masse Entertainment,25,702080,24641,397596,18551,3103,2024,498,290,66,338,76,0,236,,,118,,126,,20,,50,,,,,,89,,,,
17570,"Pirates, Vikings, & Knights II",Octoshark Studios,Octoshark Studios,70,656317,23826,362934,17724,8156,2658,432,177,50,56,176,0,146,,,99,,107,,,,15,,,9,,,,,,,
275850,No Mans Sky,Hello Games,Hello Games,2,696190,24537,688487,24401,26960,4833,1607,260,930,36,898,5999,,,,,,871,,,,,,,,,,,,,,692
243470,Watch_Dogs,Ubisoft,Ubisoft,23,662660,23940,599679,22776,18124,3962,1588,257,877,86,441,2999,,,159,1866,,3049,,,,,,,128,,,167,,,,119
224420,Afterfall InSanity Extended Edition,Intoxicate Studios,Nicolas Games,,653145,23768,317171,16570,1812,1253,189,44,119,68,11,499,,,,,,,,,,,,,,,,,,,,
293260,Card Hunter,Blue Manchu,Blue Manchu,67,683730,24317,491388,20620,7703,2583,557,164,104,79,260,0,148,,81,50,,,,,,,,,81,,34,43,,,,
257510,The Talos Principle,Croteam,"Devolver Digital, Croteam",95,659942,23891,495466,20706,14273,3516,844,199,349,47,361,3999,,,,,,62,,,,,,30,,,,,,,,38
216150,MapleStory,Nexon,Nexon America Inc.,31,695057,24517,456952,19886,14499,3544,1980,296,82,62,1043,0,137,,,28,,26,,,,,,,100,,31,,,,31,
9880,Champions Online: Free For All,Cryptic Studios,Perfect World Entertainment,39,710689,24791,349567,17395,4304,1931,2629,485,159,287,313,0,163,,,41,,43,,,,,,,91,,,21,68,,,
224960,Tomb Raider I,Core Design,Square Enix,56,669457,24062,225871,13985,3625,1772,230,78,17,63,47,699,,,,,,89,,,,,,,,,,,,,,
1510,Uplink,Introversion Software,Introversion Software,84,665605,23993,292703,15919,2039,1329,148,85,35,149,22,999,,,109,,,,,,,,,,,,,,,,,35
225640,Sacred 2 Gold,Ascaron,Deep Silver,32,668551,24046,207067,13391,4304,1931,616,301,65,219,124,1499,,,,53,,38,,,,,,,133,,45,57,,,69,
254060,KnightShift,,Topware Interactive,12,683956,24321,87675,8714,1586,1172,100,116,6,21,9,699,,,44,10,,,,,,,17,,54,,21,,,,,
346120,Boring Man - Online Tactical Stickman Combat,Spasman Games,Spasman Games,59,686901,24373,482326,20429,11101,3101,267,241,24,64,143,0,105,,,59,,67,,,,,,,,,,,,,,
277950,Deadbreed,Deadbreed AB,Deadbreed AB,20,658356,23863,361348,17686,1586,1172,207,121,125,119,15,0,,,,,,,,,,,,,,,,,,,,
98200,Frozen Synapse,Mode 7,Mode 7,54,654504,23793,454913,19841,2266,1401,292,127,93,68,20,2499,,,238,97,,,,,59,,,17,,,,,,,,
45760,Ultra Street Fighter IV,Capcom,Capcom,67,664926,23981,572493,22255,18804,4036,2724,355,320,66,291,2999,,,,131,,161,58,,218,,,56,,,,,,,,
238210,System Shock 2,"Irrational Games, Looking Glass Studios",Nightdive Studios,90,689620,24422,384003,18231,5664,2215,255,103,81,63,56,999,,,,,,229,,,,,,,420,,,98,,,,
72200,Universe Sandbox,Giant Army,Giant Army,52,675800,24176,574306,22290,2719,1534,607,8,55,9,67,0,18,,,,,,,,,,,,,,,,,,,311
225300,Tomb Raider II,Core Design,Square Enix,73,659942,23891,102174,9407,1812,1253,298,112,16,165,46,699,,,,,,65,,,,,,,,,,,,,,
24720,Spore: Galactic Adventures,EA - Maxis,Electronic Arts,47,663793,23961,372449,17955,10648,3037,961,392,198,206,346,1999,,,53,30,,82,,,,,,,23,,,,,,,99
258970,Gauntlet ,Arrowhead Game Studios,WB Games,41,617350,23109,537831,21571,7703,2583,504,151,243,73,154,1999,,,,115,,165,,67,,,,,156,,77,208,,,36,
22300,Fallout 3,Bethesda Game Studios,Bethesda Softworks,52,680784,24265,589938,22591,16991,3836,994,148,254,39,406,499,,,,,,245,,,,,,,489,,,,148,,120,
295550,Royal Quest,Katauri,1C Online Games,25,669910,24071,197099,13064,2988,1948,753,463,52,631,124,0,152,,,43,,38,,,,,,,96,,47,,,,,
313120,Stranded Deep,Beam Team Games,Beam Team Pty Ltd,47,666285,24006,648841,23690,33983,5426,639,147,257,44,719,1499,,,266,771,,367,,,,,,,,,,278,,,,525
264360,La Tale,Actoz Soft,OGPlanet,20,685768,24353,270954,15316,1812,1253,223,544,45,822,53,0,183,,,37,,79,,,,,,,115,,21,,,,,
263980,Out There Somewhere,MiniBoss,"MiniBoss, EQGAMES",87,635701,23449,397596,18551,6570,2385,141,113,99,104,30,49,,,26,,,46,,,,,,20,19,,,,,,,19
108600,Project Zomboid,The Indie Stone,The Indie Stone,73,665605,23993,635474,23445,27186,4853,1239,401,362,118,1006,1499,,,,454,,,,,,,,,423,,,325,,,,472
99300,Renegade Ops,Avalanche Studios,SEGA,67,644083,23603,174897,12307,2039,1329,194,31,74,43,34,375,,,,,,90,,27,,,,,,,,37,,,,
28000,Kane & Lynch 2: Dog Days,IO Interactive,Square Enix,19,654051,23785,320342,16653,4758,2030,238,106,99,95,34,999,,,,18,,110,,,,,,,,,,54,,,,
