"","score_rank","average_forever","price","Strategy","Multiplayer","Action","COOP","Early_Access","Open_World","Adventure","Indie","Casual","Horror","Puzzle","Platformer","Two_Dimensional","Pixel_Graphics","Point_And_Click","VR"
"10006",1,6,199,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"10008",32,88,1199,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"10011",100,703,2999,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"10012",80,4,399,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"10013",100,188,699,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0
"10015",98,619,299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10016",25,0,1499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"10017",26,2692,5499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10018",80,724,499,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"10020",22,112,499,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0
"10021",23,109,1499,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
"10022",100,0,299,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"10023",59,0,1499,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"10024",77,112,1499,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
"10025",25,0,399,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10026",34,224,999,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"10027",98,130,1999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"10028",100,118,299,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"10029",77,320,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10030",17,15,499,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0
"10031",25,94,499,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"10034",37,193,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10036",34,19,999,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"10038",100,1108,2499,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"10039",67,86,499,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"10041",77,137,799,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"10042",11,74,199,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"10043",39,0,399,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10044",70,541,1499,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
"10045",20,838,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10046",3,529,999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10047",62,4,499,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"10048",93,26,499,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"10049",100,0,1499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10050",43,76,489,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"10051",59,9,199,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"10055",41,2063,1299,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"10056",16,1387,5499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10057",56,165,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10058",67,64,299,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"10061",73,21176,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"10062",45,270,999,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
"10063",25,172,799,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"10064",31,4648,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10065",10,0,799,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"10066",98,4,999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"10067",70,78,299,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0
"10068",70,317,1499,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"10069",18,118,499,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
"10070",62,68,299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10071",50,300,499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10072",31,60,299,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
"10073",98,11,299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"10074",50,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"10075",15,109,799,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"10076",25,185,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"10077",8,173,99,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10078",100,0,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10079",100,301,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10081",32,82,799,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10082",41,1189,999,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"10084",32,50,999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10085",43,10,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"10087",37,24,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"10088",39,285,999,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"10089",39,1274,699,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10091",87,12,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"10092",37,400,1299,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"10093",45,24,399,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10094",62,32,399,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"10098",39,11,999,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"10099",80,44,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"10100",39,406,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10101",25,0,199,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"10102",93,312,999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10103",62,2872,499,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0
"10104",26,10,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10105",31,31,499,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10106",32,734,849,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
"10107",8,21,799,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"10108",32,103,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"10109",34,183,1499,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"10110",22,118,199,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10112",99,73,599,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"10113",73,59,1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"10114",62,165,499,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"10115",65,31,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"10116",87,217,199,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"10117",1,153,599,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"10118",18,135,99,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"10119",70,713,1199,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"10120",100,202,899,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10121",10,13,499,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"10122",34,68,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10123",54,344,299,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"10124",56,25,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10126",80,25,1499,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
"10127",59,73,999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10128",35,15,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"10129",11,38,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10130",4,0,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10132",1,272,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10133",93,133,499,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
"10134",90,98,1499,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"10137",95,188,1299,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"10138",1,232,399,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10139",35,25,699,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"10140",32,102,999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10144",10,0,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10145",39,26,199,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"10146",34,159,599,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"10147",41,125,449,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
"10149",100,6,199,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"10150",87,99,299,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"10151",45,27,1999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10152",54,19,699,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"10153",50,5,599,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10154",34,33,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10155",4,69,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10156",100,64,199,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10157",62,101,599,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"10158",70,0,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10159",100,424,199,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0
"10160",56,141,799,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"10161",70,212,949,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"10163",77,437,1499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"10164",87,85,799,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"10166",99,272,199,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"10167",100,153,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10168",77,372,999,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"10169",6,88,899,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"10170",50,70,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10171",17,1221,2999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10172",65,45,999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"10173",13,9,899,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"10174",80,119,999,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10175",100,16,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10176",16,289,299,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10177",45,163,699,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10178",90,959,1199,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10180",59,7,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"10181",0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10182",84,79,799,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0
"10183",6,52,199,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10184",47,248,899,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10185",73,32,399,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10186",1,148,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10191",29,264,1499,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"10192",62,46,999,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"10193",41,220,1499,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"10194",26,93,999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10195",19,46,149,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
"10196",15,0,1499,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"10197",87,68,1399,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
"10198",10,6,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"10199",59,21,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10200",100,161,899,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
"10201",62,143,1999,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"10202",84,182,799,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
"10203",100,144,299,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10204",31,191,1499,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
"10206",29,163,299,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"10207",95,100,1199,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0
"10208",10,2,1299,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"10211",34,81,2124,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
"10212",98,271,579,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
"10213",77,176,1199,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"10215",25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10216",90,108,399,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
"10217",80,171,1499,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"10218",45,109,199,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"10220",50,197,299,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10222",80,150,1499,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"10223",10,48,1999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"10224",20,160,1299,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"10225",19,47,1999,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"10226",31,273,999,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"10227",1,0,199,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
"10228",87,27,899,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"10229",98,316,499,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"10230",65,1377,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10231",23,103,1199,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10232",95,26,99,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"10234",52,69,499,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
"10235",65,110,1499,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"10236",31,0,199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10237",54,223,199,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10238",84,30,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"10240",6,3,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10244",28,15,517,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"10245",56,118,999,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"10246",15,229,899,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"10247",54,191,599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10248",67,49,999,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
"10249",77,15,199,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
"10251",67,105,699,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
"10253",23,47,1299,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10254",8,644,999,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10255",70,216,499,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"10256",84,234,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10257",4,207,299,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"10258",100,48,499,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
"10259",87,1956,499,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10260",4,130,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10261",100,4,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10262",56,124,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10263",100,74,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10264",32,25,999,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"10265",56,328,1899,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
"10266",77,43,699,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0
"10267",41,1588,749,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10268",15,216,1499,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
"10269",10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"10270",67,0,999,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10271",22,25,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10272",59,35,1999,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"10273",41,45,199,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"10274",10,20,799,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"10275",93,104,499,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
"10276",21,98,2999,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
"10277",31,93,1199,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10279",22,126,99,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10280",10,8,999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10281",14,157,699,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10283",87,53,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10285",56,25,999,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0
"10286",19,57,199,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10287",4,102,499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10288",16,60,1199,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"10289",14,467,2999,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10290",67,302,699,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
"10291",45,234,599,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10292",98,325,1499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10294",56,54,1999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10297",43,28,999,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1
"10298",52,56,999,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"10299",37,381,2499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10300",23,16,999,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"10301",84,241,1999,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0
"10302",15,0,299,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
"10303",35,622,1499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10304",31,16,599,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"10305",45,45,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10306",1,398,999,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
"10307",100,12,899,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"10308",77,138,299,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
"10309",0,138,299,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"10310",22,170,1999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10311",52,16,499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10312",80,0,199,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10314",3,2,499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10316",98,940,999,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
"10317",13,38,499,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"10318",73,807,499,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"10319",87,181,599,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10320",70,542,399,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10321",56,2252,499,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10322",100,196,299,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"10324",2,208,99,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10326",1,266,999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"10328",14,85,999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"10329",59,240,1199,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0
"10330",1,0,299,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10332",35,60,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10333",90,516,499,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
"10334",31,23,899,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"10336",7,59,1199,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"10337",56,635,699,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"10338",10,44,199,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10339",25,86,999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10340",100,0,499,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10345",41,0,999,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"10346",25,60,99,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"10347",93,89,1499,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10348",39,245,999,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10349",28,35,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10350",50,5,499,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"10351",93,780,999,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"10352",29,86,499,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
"10353",32,520,999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10354",95,39,799,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10355",84,16,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"10356",0,0,499,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10357",54,64,699,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"10358",100,462,299,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"10359",50,34,999,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10360",59,180,699,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10361",77,46,1499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"10363",19,594,499,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
"10364",52,255,2999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"10365",52,1323,299,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"10366",43,298,99,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10367",39,21,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1
"10369",13,207,99,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"10370",90,680,1999,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"10371",93,81,499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10372",14,336,99,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
"10374",77,537,1399,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"10375",70,339,74,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"10376",95,21,999,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"10379",2,131,4999,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"10380",32,156,1499,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
"10381",99,138,499,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"10382",10,0,99,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10383",3,37,1999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10384",10,192,399,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10385",100,176,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10386",100,5,1199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10391",67,20,999,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"10392",0,26,399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10393",100,276,699,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0
"10394",100,52,1999,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"10395",35,5610,99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10396",39,0,199,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"10397",43,183,499,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"10398",84,1301,999,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"10399",29,36,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10400",62,68,499,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10402",37,55,499,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"10403",7,52,399,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
"10405",56,6,999,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"10407",3,5822,679,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10408",77,161,599,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
"10409",7,142,999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"10410",62,83,1999,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"10411",77,26,999,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"10412",16,16,799,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
"10413",84,168,299,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
